@RELATION fusion

@ATTRIBUTE f0 NUMERIC
@ATTRIBUTE f1 NUMERIC
@ATTRIBUTE f2 NUMERIC
@ATTRIBUTE f3 NUMERIC
@ATTRIBUTE f4 NUMERIC
@ATTRIBUTE f5 NUMERIC
@ATTRIBUTE f6 NUMERIC
@ATTRIBUTE f7 NUMERIC
@ATTRIBUTE f8 NUMERIC
@ATTRIBUTE f9 NUMERIC
@ATTRIBUTE f10 NUMERIC
@ATTRIBUTE f11 NUMERIC
@ATTRIBUTE class {aluminium_foil,brown_bread,corduroy,cotton,cracker,linen,orange_peel,sandpaper,sponge,styrofoam}

@DATA
20.233395313701376,2.6815210946510906,0.46069190323877707,0.13668818197674876,0.9764023585520585,0.018702555894630653,20.233395313701457,0.4606919032387788,6.455601805285352,8.80606816263214,3.063916490732514,0.12965686274509805,aluminium_foil
13.409122407847974,2.0649402423346865,0.5171152434796695,0.10610926999549672,0.9804701324366553,0.01128906598448191,13.409122407847942,0.5171152434796678,6.379992335495481,8.418802915510593,2.7389085284688606,0.06061580882352941,aluminium_foil
15.659331401984758,2.0841345726403366,0.5307950483837515,0.1215757941589211,0.9784497996673707,0.014810634753859218,15.659331401984812,0.5307950483837526,6.259048636262605,8.232351552955679,2.707313451684937,0.0875,aluminium_foil
32.26520092933004,2.71446082936852,0.5302393928355444,0.1575642525073624,0.9203653955876304,0.02490822555080606,32.26520092933006,0.5302393928355488,5.491898785309198,7.525837665782094,2.903728830518715,0.10545343137254902,aluminium_foil
27.13348001670029,2.6102943729575294,0.4976659331339921,0.13778987836789217,0.926783839695724,0.019050987305479116,27.1334800167003,0.49766593313399393,5.61943893143205,7.775251422625027,2.9198786999634763,0.08000919117647058,aluminium_foil
29.198007692353986,2.948562947544219,0.4385251416081858,0.09197543481401899,0.9153530229440419,0.008501041206260768,29.198007692353897,0.43852514160818323,5.963270310402908,8.480433377193195,3.1214140013451415,0.03235294117647059,aluminium_foil
15.928005754998063,2.3223806648885095,0.46911098204127544,0.09512441077971644,0.9773687506183548,0.009061646135103133,15.928005754998075,0.46911098204127427,6.5638203606839856,8.845489464820629,2.8829996633295485,0.0780484068627451,aluminium_foil
17.608701160611314,2.5935041810842026,0.4388278929311833,0.08958793689641723,0.9772602091882587,0.008041991649376343,17.608701160611297,0.4388278929311838,6.610000896781621,9.04103815511862,3.0382429974727727,0.05853247549019608,aluminium_foil
12.300937575091332,1.8775148830978563,0.5424982135946457,0.11834057187691346,0.980027241473844,0.01403750166827219,12.30093757509131,0.5424982135946455,6.212884534984399,8.092215336551225,2.608364654318423,0.05822610294117647,aluminium_foil
70.89726679642433,5.154318711553249,0.3501241131555911,0.09043649547741232,0.920956148662719,0.008193940649075335,70.89726679642445,0.3501241131555924,6.60002044060001,9.682675665687658,3.8555178205436578,0.07630208333333334,aluminium_foil
