@RELATION fusion

@ATTRIBUTE f0 NUMERIC
@ATTRIBUTE f1 NUMERIC
@ATTRIBUTE f2 NUMERIC
@ATTRIBUTE f3 NUMERIC
@ATTRIBUTE f4 NUMERIC
@ATTRIBUTE f5 NUMERIC
@ATTRIBUTE f6 NUMERIC
@ATTRIBUTE f7 NUMERIC
@ATTRIBUTE f8 NUMERIC
@ATTRIBUTE f9 NUMERIC
@ATTRIBUTE f10 NUMERIC
@ATTRIBUTE f11 NUMERIC
@ATTRIBUTE f12 NUMERIC
@ATTRIBUTE f13 NUMERIC
@ATTRIBUTE f14 NUMERIC
@ATTRIBUTE f15 NUMERIC
@ATTRIBUTE f16 NUMERIC
@ATTRIBUTE f17 NUMERIC
@ATTRIBUTE f18 NUMERIC
@ATTRIBUTE f19 NUMERIC
@ATTRIBUTE f20 NUMERIC
@ATTRIBUTE f21 NUMERIC
@ATTRIBUTE class {aluminium_foil,brown_bread,corduroy,cotton,cracker,linen,orange_peel,sandpaper,sponge,styrofoam}

@DATA
20.233395313701376,2.6815210946510906,0.46069190323877707,0.13668818197674876,0.9764023585520585,0.018702555894630653,20.233395313701457,0.4606919032387788,6.455601805285352,8.80606816263214,3.063916490732514,0.12965686274509805,0.0108642578125,0.0280609130859375,0.0198974609375,0.115875244140625,0.4400177001953125,0.1616973876953125,0.046142578125,0.0307769775390625,0.115203857421875,0.031463623046875,aluminium_foil
13.409122407847974,2.0649402423346865,0.5171152434796695,0.10610926999549672,0.9804701324366553,0.01128906598448191,13.409122407847942,0.5171152434796678,6.379992335495481,8.418802915510593,2.7389085284688606,0.06061580882352941,0.00848388671875,0.0218048095703125,0.0193328857421875,0.1345367431640625,0.430328369140625,0.19329833984375,0.0527496337890625,0.033294677734375,0.0747528076171875,0.0314178466796875,aluminium_foil
15.659331401984758,2.0841345726403366,0.5307950483837515,0.1215757941589211,0.9784497996673707,0.014810634753859218,15.659331401984812,0.5307950483837526,6.259048636262605,8.232351552955679,2.707313451684937,0.0875,0.011810302734375,0.0283203125,0.0250244140625,0.1309356689453125,0.3924102783203125,0.1711883544921875,0.0569610595703125,0.03662109375,0.10498046875,0.041748046875,aluminium_foil
32.26520092933004,2.71446082936852,0.5302393928355444,0.1575642525073624,0.9203653955876304,0.02490822555080606,32.26520092933006,0.5302393928355488,5.491898785309198,7.525837665782094,2.903728830518715,0.10545343137254902,0.0182037353515625,0.038177490234375,0.042236328125,0.152099609375,0.295867919921875,0.1759796142578125,0.0748443603515625,0.05816650390625,0.08673095703125,0.0576934814453125,aluminium_foil
27.13348001670029,2.6102943729575294,0.4976659331339921,0.13778987836789217,0.926783839695724,0.019050987305479116,27.1334800167003,0.49766593313399393,5.61943893143205,7.775251422625027,2.9198786999634763,0.08000919117647058,0.0228271484375,0.0450592041015625,0.04925537109375,0.15631103515625,0.284637451171875,0.1623687744140625,0.0778350830078125,0.0601959228515625,0.0666656494140625,0.0748443603515625,aluminium_foil
29.198007692353986,2.948562947544219,0.4385251416081858,0.09197543481401899,0.9153530229440419,0.008501041206260768,29.198007692353897,0.43852514160818323,5.963270310402908,8.480433377193195,3.1214140013451415,0.03235294117647059,0.0242767333984375,0.0455322265625,0.05157470703125,0.1525726318359375,0.310638427734375,0.1574249267578125,0.075164794921875,0.0572052001953125,0.058074951171875,0.067535400390625,aluminium_foil
15.928005754998063,2.3223806648885095,0.46911098204127544,0.09512441077971644,0.9773687506183548,0.009061646135103133,15.928005754998075,0.46911098204127427,6.5638203606839856,8.845489464820629,2.8829996633295485,0.0780484068627451,0.0093536376953125,0.0215606689453125,0.021087646484375,0.1321563720703125,0.45330810546875,0.1798858642578125,0.0482177734375,0.026702880859375,0.0799102783203125,0.0278167724609375,aluminium_foil
17.608701160611314,2.5935041810842026,0.4388278929311833,0.08958793689641723,0.9772602091882587,0.008041991649376343,17.608701160611297,0.4388278929311838,6.610000896781621,9.04103815511862,3.0382429974727727,0.05853247549019608,0.0079498291015625,0.020599365234375,0.022430419921875,0.13433837890625,0.473114013671875,0.165435791015625,0.047515869140625,0.029266357421875,0.07177734375,0.0275726318359375,aluminium_foil
12.300937575091332,1.8775148830978563,0.5424982135946457,0.11834057187691346,0.980027241473844,0.01403750166827219,12.30093757509131,0.5424982135946455,6.212884534984399,8.092215336551225,2.608364654318423,0.05822610294117647,0.0135650634765625,0.0287017822265625,0.0275726318359375,0.1398773193359375,0.3856201171875,0.17572021484375,0.0638885498046875,0.0401458740234375,0.0760040283203125,0.0489044189453125,aluminium_foil
70.89726679642433,5.154318711553249,0.3501241131555911,0.09043649547741232,0.920956148662719,0.008193940649075335,70.89726679642445,0.3501241131555924,6.60002044060001,9.682675665687658,3.8555178205436578,0.07630208333333334,0.0261688232421875,0.05316162109375,0.0402679443359375,0.1269378662109375,0.344085693359375,0.1391448974609375,0.0588836669921875,0.0574951171875,0.092254638671875,0.0615997314453125,aluminium_foil
