@RELATION wavelet_glcm

@ATTRIBUTE contrast NUMERIC
@ATTRIBUTE dissim NUMERIC
@ATTRIBUTE homo NUMERIC
@ATTRIBUTE energy NUMERIC
@ATTRIBUTE corr NUMERIC
@ATTRIBUTE asm NUMERIC
@ATTRIBUTE entropy NUMERIC
@ATTRIBUTE idm NUMERIC
@ATTRIBUTE shade NUMERIC
@ATTRIBUTE prom NUMERIC
@ATTRIBUTE diffvar NUMERIC
@ATTRIBUTE maxprob NUMERIC
@ATTRIBUTE class {aluminium_foil,brown_bread,corduroy,cotton,cracker,linen,orange_peel,sandpaper,sponge,styrofoam}

@DATA
73.3507248928552,4.094877748349205,0.5906169201992585,0.4793097962202263,0.9144385931072222,0.22983673389982176,73.35072489285604,0.5906169201992628,4.53533377259876,6.21074048326375,3.0724874183462627,0.4934178149606299,aluminium_foil
71.62821020173436,4.56744790052086,0.43739846582876896,0.21829573866995838,0.9278315163159994,0.047700340258687746,71.62821020173291,0.4373984658287612,6.002197246804441,8.438176068472409,3.6054867560909627,0.22139517716535434,aluminium_foil
67.24254024679972,4.507372807714392,0.44685319052271,0.25066657171966594,0.9280665496615809,0.06292336589922543,67.24254024679925,0.44685319052270606,5.8219710536821,8.190451453612347,3.5679526045814707,0.2631028543307087,aluminium_foil
140.1732922840893,6.314589597929336,0.34879011326437087,0.09471401031146384,0.8007386515958602,0.00902326830450718,140.1732922840846,0.3487901132643625,6.095983233790767,8.884798979763625,3.995676097610248,0.07062007874015748,aluminium_foil
116.24000647610981,6.1152036171260775,0.32017002283588836,0.08819394434930614,0.814269638773458,0.00781418716213948,116.24000647610671,0.3201700228358815,6.17472225139705,9.158719278351132,4.038764777481865,0.07055856299212598,aluminium_foil
137.20437069390113,7.1404354879023355,0.27530067082980914,0.07989145653249302,0.7896111678995428,0.006413183244470785,137.20437069389766,0.27530067082980236,6.435940517233995,9.765398507869833,4.298986575774238,0.07554133858267717,aluminium_foil
67.06535333773803,4.530145743885256,0.4613856818584689,0.3208086755511339,0.9153538463513007,0.10297903258836112,67.06535333773793,0.46138568185846746,5.539061561432672,7.870428973825214,3.5469701477238136,0.32910925196850394,aluminium_foil
105.13035998337702,5.5066087046236945,0.4707973194602,0.3308524839273372,0.8993578769433267,0.10953136908943888,105.13035998337621,0.4707973194601963,5.459938199539724,7.751769625731093,3.6834841112388226,0.3384596456692913,aluminium_foil
56.868121376868544,4.072879934822419,0.44843620276147456,0.205287427341096,0.9376686920313282,0.042193896510283754,56.868121376867755,0.44843620276146823,5.933410812659603,8.258062755203344,3.4757736947209956,0.20896899606299213,aluminium_foil
192.63967816607533,7.83676687275245,0.444190823083457,0.34183891514519565,0.7953176016456966,0.11703871314628345,192.63967816607507,0.4441908230834554,5.428998626254634,7.679556712133349,4.024140923344132,0.3578986220472441,aluminium_foil
179.3294525534404,7.902735246876853,0.34725429495827054,0.18916753535644604,0.8159362355918058,0.035867568122867156,179.32945255343637,0.34725429495826277,6.20136126630341,9.069297963193078,4.311337511390427,0.19605068897637795,aluminium_foil
135.54965398602877,6.993318154605111,0.35694892302197256,0.215650398421234,0.8361375174907291,0.046686217132960256,135.54965398602673,0.35694892302196707,6.016803687938685,8.773489135897016,4.164710057687406,0.2361589566929134,aluminium_foil
171.0836471282352,7.7550254006758745,0.3063460165101258,0.14806148668096997,0.7829963169639444,0.02200909789948689,171.08364712823175,0.3063460165101204,6.295930676341013,9.408948227838284,4.352715823464374,0.1561884842519685,aluminium_foil
144.74965355009127,7.615809329274967,0.2612047181527771,0.09869173544242438,0.7749353105014135,0.00979606439702542,144.74965355008834,0.26120471815277324,6.444226962340505,9.836106228930156,4.406737215280932,0.10414616141732283,aluminium_foil
154.10966102401233,7.729038387764371,0.2797009323572664,0.12025088705332743,0.7868796601846075,0.01451603237329356,154.10966102400954,0.27970093235726157,6.420604057001091,9.677155189610374,4.402093521377443,0.1234621062992126,aluminium_foil
176.27901085099285,8.114046442936663,0.34342326197654205,0.22771189988194646,0.794244221422626,0.051957505838887655,176.27901085099046,0.3434232619765375,6.026035352128205,8.884007589662982,4.343025030808185,0.23825049212598426,aluminium_foil
244.179261854621,9.183373237840271,0.39648416954371446,0.2882952397888376,0.7680703436594023,0.08327429961353428,244.17926185461747,0.39648416954370924,5.724289184641647,8.238391793662935,4.306147133790487,0.3027805118110236,aluminium_foil
136.66250438360535,6.8839446077330475,0.3534313840722719,0.1805939659543554,0.8403724643976525,0.03270089437240347,136.66250438360254,0.3534313840722656,6.107645385105323,8.912394800991184,4.159676074680384,0.1894069881889764,aluminium_foil
243.93030786452232,9.298034474975145,0.4056790169670649,0.3259256223329421,0.7114295520430896,0.1064676109680785,243.93030786452198,0.405679016967064,5.509526274650622,7.859339016036095,4.272563467263904,0.34454970472440943,aluminium_foil
260.7160902915614,9.971398809985258,0.32292763131966695,0.19771258388170543,0.7417435556605991,0.039214818375591286,260.7160902915556,0.32292763131966007,6.1979768334444225,9.111136733181459,4.587035637322881,0.21007627952755906,aluminium_foil
150.54460739390436,7.625130539323614,0.30439531315451895,0.16568978747708463,0.8025353611140804,0.0275878532290531,150.5446073939023,0.30439531315451446,6.220157548859113,9.295088820667612,4.352971464658302,0.1825172244094488,aluminium_foil
201.22825394088767,8.5293841837685,0.29223140854903784,0.13043431919598558,0.7580755002276702,0.017093641815855525,201.2282539408829,0.2922314085490309,6.29937857712005,9.43618588480216,4.475420138826903,0.13681102362204725,aluminium_foil
165.61966120807506,8.286027157991867,0.2575956788071627,0.1233694322981959,0.7490785380945484,0.015312522508464264,165.61966120807244,0.2575956788071595,6.376127455884996,9.772045201883756,4.514174099275943,0.13551919291338582,aluminium_foil
169.07768918272413,8.50585767968413,0.2605106427906967,0.13529492765684326,0.7491640253265931,0.018387100360094555,169.0776891827221,0.26051064279069375,6.3877903842088095,9.743729595436845,4.542808027067386,0.14413139763779528,aluminium_foil
194.45036514682613,8.802373757091297,0.31675083381043784,0.2093067000622566,0.749430001923971,0.04392976240128131,194.45036514682403,0.3167508338104344,6.113749787152253,9.108063068367334,4.479610828264288,0.2186884842519685,aluminium_foil
332.2719200711901,11.456090470774809,0.3283733287712222,0.2342980292236107,0.6694511518446236,0.05509637678590864,332.2719200711839,0.3283733287712166,6.028110953800553,8.802043572346228,4.68746596183621,0.25110728346456695,aluminium_foil
174.72959965842108,8.153759702050719,0.2967115551262324,0.13339289927407047,0.783836126052297,0.01788670192049216,174.72959965841807,0.29671155512622704,6.335809104754553,9.433123066358226,4.434440962358911,0.14173228346456693,aluminium_foil
289.76963357442355,10.471674783193228,0.38444836384018577,0.31637094721123926,0.6471008549014744,0.10040002669148738,289.7696335744234,0.38444836384018516,5.57138177024205,7.985600664975535,4.425444673442273,0.33981299212598426,aluminium_foil
276.1222247678921,10.401227989956062,0.31521554608283464,0.19749423393211604,0.722931019742205,0.039149624776986094,276.122224767887,0.31521554608282903,6.215030827694503,9.185121928647924,4.647662291666013,0.21173720472440946,aluminium_foil
186.91995190631334,8.758559286649898,0.2703726980870849,0.14535496257920888,0.7505667167539545,0.021279801596755847,186.91995190631005,0.27037269808708075,6.3321023992108065,9.601794530005135,4.554901657150219,0.16369340551181102,aluminium_foil
245.2811365349339,9.890269104757056,0.2849035473261603,0.1657474565992052,0.7087116416634165,0.027598485234989478,245.28113653492932,0.28490354732615525,6.26343749939886,9.391517152512682,4.658450367024111,0.17882627952755906,aluminium_foil
195.91297882986788,8.968838761896377,0.2445018043041503,0.11026976141686781,0.725655271623756,0.012251940110471964,195.9129788298639,0.24450180430414614,6.443851013455028,9.887448228045443,4.615194553754529,0.12155511811023623,aluminium_foil
191.5928202403315,9.007682445052481,0.24464776372025104,0.12355926504188597,0.7249589169252462,0.01534652933675639,191.59282024032797,0.2446477637202468,6.3823590440477,9.769354368274357,4.625644139197597,0.13207431102362205,aluminium_foil
236.37997890058662,9.849327589280255,0.28565894659942276,0.17491746149022808,0.7160439278590188,0.03074311536965252,236.37997890058278,0.2856589465994183,6.275503546412826,9.417025509276902,4.656605520402268,0.18460875984251968,aluminium_foil
366.1627479036255,12.185031377875266,0.32897470521374184,0.24694601359777799,0.6297394794636892,0.0612333625143888,366.16274790362087,0.3289747052137379,5.988164237447449,8.718985543196796,4.735442839140642,0.26642470472440943,aluminium_foil
206.43208491886156,9.041503512694623,0.2722325259824426,0.1194446777261612,0.7476483879662318,0.01438388003367974,206.43208491885736,0.2722325259824371,6.408869194332389,9.610783027175586,4.578260194634694,0.1299827755905512,aluminium_foil
314.843507812016,11.414550266600443,0.34967275375609186,0.2906358906918857,0.5950761839824594,0.08479243627598441,314.8435078120157,0.3496727537560911,5.7017564469521,8.26513209194557,4.600145373078569,0.31385334645669294,aluminium_foil
303.2923044283654,11.145826471340595,0.2891898994916682,0.18192346926714942,0.6901901470438558,0.03323734206140435,303.2923044283589,0.2891898994916623,6.303719485676558,9.374968414277365,4.774082087207167,0.195189468503937,aluminium_foil
